receipt_no,user_id,item_id,unit,date_jst
5307473075,0,s_00005,1.0,2020-10-22 01:55:38
5307473076,94670130,s_00001,1.0,2020-10-22 01:59:47
5307473077,67230717,s_00001,1.0,2020-10-22 02:09:03
5307473077,67230717,s_00004,1.0,2020-10-22 02:09:03
5307473078,14465880,s_00002,1.0,2020-10-22 02:16:18
5307473079,0,s_00001,1.0,2020-10-22 02:19:34
5307473079,0,s_00004,1.0,2020-10-22 02:19:34
5307473079,0,s_00005,1.0,2020-10-22 02:19:34
5307473080,37381663,s_00002,1.0,2020-10-22 02:20:58
5307473080,37381663,s_00005,1.0,2020-10-22 02:20:58
5307473081,72705984,s_00001,1.0,2020-10-22 02:29:49
5307473082,94158931,s_00005,1.0,2020-10-22 02:30:52
5307473083,0,s_00002,1.0,2020-10-22 02:33:53
5307473083,0,s_00003,1.0,2020-10-22 02:33:53
5307473084,0,s_00001,1.0,2020-10-22 02:38:59
5307473085,0,s_00001,1.0,2020-10-22 02:47:09
5307473086,25914053,s_00002,1.0,2020-10-22 02:47:26
5307473086,25914053,s_00004,1.0,2020-10-22 02:47:26
5307473086,25914053,s_00005,1.0,2020-10-22 02:47:26
5307473087,0,s_00003,2.0,2020-10-22 02:51:38
5307473088,0,s_00005,1.0,2020-10-22 02:59:11
5307473089,31353840,s_00002,1.0,2020-10-22 03:07:49
5307473089,31353840,s_00003,1.0,2020-10-22 03:07:49
5307473089,31353840,s_00004,1.0,2020-10-22 03:07:49
5307473090,0,s_00005,1.0,2020-10-22 03:17:04
5307473091,0,s_00004,1.0,2020-10-22 03:19:40
5307473092,91342607,s_00002,1.0,2020-10-22 03:21:10
5307473092,91342607,s_00005,1.0,2020-10-22 03:21:10
5307473093,89981880,s_00005,1.0,2020-10-22 03:22:14
5307473094,0,s_00005,1.0,2020-10-22 03:24:41
5307473095,0,s_00002,1.0,2020-10-22 03:30:06
5307473096,0,s_00001,1.0,2020-10-22 03:31:57
5307473096,0,s_00004,1.0,2020-10-22 03:31:57
5307473097,99117852,s_00005,1.0,2020-10-22 03:34:08
5307473098,0,s_00002,1.0,2020-10-22 03:38:06
5307473098,0,s_00003,1.0,2020-10-22 03:38:06
5307473099,15934204,s_00002,1.0,2020-10-22 03:41:31
5307473100,0,s_00005,1.0,2020-10-22 03:44:21
5307473101,0,s_00005,1.0,2020-10-22 03:46:39
5307473102,0,s_00004,1.0,2020-10-22 03:50:49
5307473103,19291442,s_00004,1.0,2020-10-22 03:52:12
5307473104,82903689,s_00005,1.0,2020-10-22 04:05:11
5307473105,71847436,s_00004,1.0,2020-10-22 04:05:42
5307473106,0,s_00002,1.0,2020-10-22 04:13:36
5307473106,0,s_00004,1.0,2020-10-22 04:13:36
5307473107,45246304,s_00005,1.0,2020-10-22 04:14:12
5307473108,22702677,s_00001,1.0,2020-10-22 04:14:36
5307473108,22702677,s_00004,1.0,2020-10-22 04:14:36
5307473109,37576270,s_00001,1.0,2020-10-22 04:18:28
5307473110,0,s_00002,1.0,2020-10-22 04:19:44
5307473110,0,s_00005,1.0,2020-10-22 04:19:44
5307473111,93219116,s_00001,1.0,2020-10-22 04:20:29
5307473112,0,s_00001,1.0,2020-10-22 04:21:20
5307473113,0,s_00002,1.0,2020-10-22 04:21:36
5307473114,0,s_00002,1.0,2020-10-22 04:25:19
5307473114,0,s_00004,1.0,2020-10-22 04:25:19
5307473115,66111045,s_00001,1.0,2020-10-22 04:26:03
5307473115,66111045,s_00003,1.0,2020-10-22 04:26:03
5307473115,66111045,s_00005,1.0,2020-10-22 04:26:03
5307473116,19810409,s_00001,1.0,2020-10-22 04:29:01
5307473117,79452654,s_00001,1.0,2020-10-22 04:32:23
5307473117,79452654,s_00005,1.0,2020-10-22 04:32:23
5307473118,0,s_00002,1.0,2020-10-22 04:41:10
5307473118,0,s_00005,1.0,2020-10-22 04:41:10
5307473119,91396198,s_00005,1.0,2020-10-22 04:42:13
5307473120,0,s_00001,1.0,2020-10-22 04:45:05
5307473121,0,s_00005,1.0,2020-10-22 04:49:27
5307473122,0,s_00001,1.0,2020-10-22 04:51:03
5307473122,0,s_00004,1.0,2020-10-22 04:51:03
5307473122,0,s_00005,1.0,2020-10-22 04:51:03
5307473123,0,s_00002,1.0,2020-10-22 04:55:28
5307473124,0,s_00001,1.0,2020-10-22 05:00:11
5307473125,0,s_00002,1.0,2020-10-22 05:09:38
5307473126,0,s_00002,1.0,2020-10-22 05:14:45
5307473126,0,s_00003,1.0,2020-10-22 05:14:45
5307473127,0,s_00001,1.0,2020-10-22 05:18:17
5307473128,46601647,s_00001,1.0,2020-10-22 05:27:35
5307473128,46601647,s_00004,1.0,2020-10-22 05:27:35
5307473128,46601647,s_00005,1.0,2020-10-22 05:27:35
5307473129,60202373,s_00002,1.0,2020-10-22 05:34:26
5307473129,60202373,s_00003,1.0,2020-10-22 05:34:26
5307473130,18417794,s_00002,1.0,2020-10-22 05:36:04
5307473130,18417794,s_00003,1.0,2020-10-22 05:36:04
5307473131,44171843,s_00005,1.0,2020-10-22 05:39:43
5307473132,0,s_00001,1.0,2020-10-22 05:46:37
5307473132,0,s_00005,1.0,2020-10-22 05:46:37
5307473133,0,s_00004,1.0,2020-10-22 05:49:33
5307473134,35837529,s_00005,1.0,2020-10-22 05:52:40
5307473135,0,s_00002,1.0,2020-10-22 05:55:30
5307473136,93453661,s_00001,1.0,2020-10-22 06:03:26
5307473136,93453661,s_00004,1.0,2020-10-22 06:03:26
5307473136,93453661,s_00005,1.0,2020-10-22 06:03:26
5307473137,0,s_00005,1.0,2020-10-22 06:07:36
5307473138,0,s_00001,1.0,2020-10-22 06:19:35
5307473138,0,s_00005,1.0,2020-10-22 06:19:35
5307473139,22411411,s_00005,1.0,2020-10-22 06:28:44
5307473140,0,s_00004,1.0,2020-10-22 06:31:31
5307473141,0,s_00001,1.0,2020-10-22 06:39:28
5307473141,0,s_00005,1.0,2020-10-22 06:39:28
5307473142,65925839,s_00005,1.0,2020-10-22 06:42:49
5307473143,0,s_00005,1.0,2020-10-22 06:48:11
5307473144,94309154,s_00001,1.0,2020-10-22 06:53:58
5307473144,94309154,s_00005,1.0,2020-10-22 06:53:58
5307473145,59942712,s_00004,1.0,2020-10-22 06:54:38
5307473146,26607743,s_00001,1.0,2020-10-22 06:54:39
5307473146,26607743,s_00003,1.0,2020-10-22 06:54:39
5307473147,0,s_00001,1.0,2020-10-22 06:55:51
5307473147,0,s_00003,1.0,2020-10-22 06:55:51
5307473147,0,s_00004,1.0,2020-10-22 06:55:51
5307473148,21053641,s_00005,1.0,2020-10-22 07:05:15
5307473149,15863817,s_00001,1.0,2020-10-22 07:05:50
5307473149,15863817,s_00005,1.0,2020-10-22 07:05:50
5307473150,0,s_00002,1.0,2020-10-22 07:12:34
5307473151,67946845,s_00001,1.0,2020-10-22 07:17:56
5307473152,90224439,s_00001,1.0,2020-10-22 07:20:56
5307473153,0,s_00001,1.0,2020-10-22 07:22:47
5307473154,84201154,s_00005,1.0,2020-10-22 07:24:07
5307473155,0,s_00001,1.0,2020-10-22 07:24:45
5307473155,0,s_00005,1.0,2020-10-22 07:24:45
5307473156,11865646,s_00001,1.0,2020-10-22 07:27:53
5307473156,11865646,s_00005,1.0,2020-10-22 07:27:53
5307473157,0,s_00001,1.0,2020-10-22 07:28:25
5307473158,0,s_00001,1.0,2020-10-22 07:29:10
5307473158,0,s_00004,1.0,2020-10-22 07:29:10
5307473159,0,s_00002,1.0,2020-10-22 07:29:11
5307473160,0,s_00001,1.0,2020-10-22 07:38:06
5307473161,31303029,s_00001,1.0,2020-10-22 07:41:54
5307473162,10559247,s_00001,1.0,2020-10-22 07:47:44
5307473162,10559247,s_00004,1.0,2020-10-22 07:47:44
5307473162,10559247,s_00005,1.0,2020-10-22 07:47:44
5307473163,0,s_00005,1.0,2020-10-22 07:49:01
5307473164,0,s_00004,1.0,2020-10-22 07:52:59
5307473165,0,s_00005,1.0,2020-10-22 07:57:03
5307473166,36484481,s_00001,1.0,2020-10-22 07:59:44
5307473167,0,s_00003,1.0,2020-10-22 08:10:46
5307473168,0,s_00002,1.0,2020-10-22 08:11:58
5307473168,0,s_00004,1.0,2020-10-22 08:11:58
5307473169,18354219,s_00001,1.0,2020-10-22 08:12:29
5307473170,0,s_00002,1.0,2020-10-22 08:13:07
5307473171,74568542,s_00001,1.0,2020-10-22 08:14:54
5307473172,96457763,s_00002,1.0,2020-10-22 08:15:09
5307473172,96457763,s_00003,1.0,2020-10-22 08:15:09
5307473173,0,s_00002,1.0,2020-10-22 08:17:18
5307473173,0,s_00004,1.0,2020-10-22 08:17:18
5307473173,0,s_00005,1.0,2020-10-22 08:17:18
5307473174,45518940,s_00005,1.0,2020-10-22 08:18:33
5307473175,74143392,s_00001,1.0,2020-10-22 08:20:35
5307473176,20302745,s_00004,1.0,2020-10-22 08:26:32
5307473177,0,s_00003,2.0,2020-10-22 08:36:19
5307473178,0,s_00002,1.0,2020-10-22 08:37:05
5307473178,0,s_00004,1.0,2020-10-22 08:37:05
5307473179,63491479,s_00001,1.0,2020-10-22 08:38:19
5307473180,57609801,s_00004,1.0,2020-10-22 08:39:32
5307473181,0,s_00005,1.0,2020-10-22 08:42:19
5307473182,56510825,s_00002,1.0,2020-10-22 08:44:02
5307473183,0,s_00001,1.0,2020-10-22 08:49:02
5307473183,0,s_00005,1.0,2020-10-22 08:49:02
5307473184,0,s_00002,1.0,2020-10-22 08:49:14
5307473185,0,s_00001,1.0,2020-10-22 08:50:19
5307473186,0,s_00001,1.0,2020-10-22 08:52:20
5307473187,0,s_00001,1.0,2020-10-22 08:57:02
5307473188,52489715,s_00003,2.0,2020-10-22 09:03:37
5307473189,16339063,s_00005,1.0,2020-10-22 09:04:00
5307473190,0,s_00002,1.0,2020-10-22 09:06:41
5307473191,34571680,s_00001,1.0,2020-10-22 09:07:16
5307473192,0,s_00004,1.0,2020-10-22 09:08:19
5307473193,0,s_00005,1.0,2020-10-22 09:14:41
5307473194,0,s_00005,1.0,2020-10-22 09:15:07
5307473195,97827561,s_00005,1.0,2020-10-22 09:22:02
5307473196,0,s_00001,1.0,2020-10-22 09:29:29
5307473196,0,s_00004,1.0,2020-10-22 09:29:29
5307473197,43714882,s_00001,1.0,2020-10-22 09:33:28
5307473197,43714882,s_00003,1.0,2020-10-22 09:33:28
5307473198,13387773,s_00001,1.0,2020-10-22 09:36:24
5307473198,13387773,s_00005,1.0,2020-10-22 09:36:24
5307473199,63979343,s_00001,1.0,2020-10-22 09:36:53
5307473199,63979343,s_00003,1.0,2020-10-22 09:36:53
5307473200,95028080,s_00002,1.0,2020-10-22 09:38:18
5307473200,95028080,s_00003,1.0,2020-10-22 09:38:18
5307473201,0,s_00005,1.0,2020-10-22 09:44:41
5307473202,0,s_00002,1.0,2020-10-22 09:55:32
5307473203,0,s_00001,1.0,2020-10-22 09:55:43
5307473203,0,s_00004,1.0,2020-10-22 09:55:43
5307473204,28549097,s_00005,1.0,2020-10-22 10:02:56
5307473205,0,s_00001,1.0,2020-10-22 10:05:33
5307473206,0,s_00002,1.0,2020-10-22 10:11:19
5307473206,0,s_00005,1.0,2020-10-22 10:11:19
5307473207,54760012,s_00002,1.0,2020-10-22 10:12:33
5307473208,0,s_00002,1.0,2020-10-22 10:15:55
5307473209,0,s_00002,1.0,2020-10-22 10:18:41
5307473209,0,s_00005,1.0,2020-10-22 10:18:41
5307473210,0,s_00001,1.0,2020-10-22 10:21:59
5307473211,0,s_00005,1.0,2020-10-22 10:22:17
5307473212,21625032,s_00003,2.0,2020-10-22 10:23:30
5307473213,0,s_00002,1.0,2020-10-22 10:32:56
5307473213,0,s_00003,1.0,2020-10-22 10:32:56
5307473213,0,s_00005,1.0,2020-10-22 10:32:56
5307473214,54671122,s_00002,1.0,2020-10-22 10:48:00
5307473215,12082221,s_00003,2.0,2020-10-22 10:48:02
5307473216,0,s_00002,1.0,2020-10-22 10:48:23
5307473216,0,s_00005,1.0,2020-10-22 10:48:23
5307473217,34167478,s_00004,1.0,2020-10-22 10:48:24
5307473218,93345597,s_00002,1.0,2020-10-22 10:49:43
5307473218,93345597,s_00004,1.0,2020-10-22 10:49:43
5307473219,65351650,s_00005,1.0,2020-10-22 10:53:56
5307473220,0,s_00005,1.0,2020-10-22 10:59:50
5307473221,53381973,s_00001,1.0,2020-10-22 11:01:08
5307473222,73968690,s_00001,1.0,2020-10-22 11:04:30
5307473223,0,s_00005,1.0,2020-10-22 11:10:36
5307473224,91396198,s_00005,1.0,2020-10-22 11:12:35
5307473225,0,s_00002,1.0,2020-10-22 11:15:06
5307473226,52218068,s_00001,1.0,2020-10-22 11:17:57
5307473226,52218068,s_00005,1.0,2020-10-22 11:17:57
5307473227,0,s_00005,1.0,2020-10-22 11:19:19
5307473228,92154758,s_00002,1.0,2020-10-22 11:23:33
5307473228,92154758,s_00004,1.0,2020-10-22 11:23:33
5307473228,92154758,s_00005,1.0,2020-10-22 11:23:33
5307473229,0,s_00005,1.0,2020-10-22 11:31:56
5307473230,12953711,s_00002,1.0,2020-10-22 11:41:32
5307473230,12953711,s_00005,1.0,2020-10-22 11:41:32
5307473231,0,s_00004,1.0,2020-10-22 11:42:25
5307473232,32976868,s_00002,1.0,2020-10-22 11:45:02
5307473233,0,s_00003,2.0,2020-10-22 11:45:12
5307473234,0,s_00004,1.0,2020-10-22 11:46:21
5307473235,0,s_00004,1.0,2020-10-22 11:47:34
5307473236,0,s_00001,1.0,2020-10-22 11:53:57
5307473237,27550750,s_00002,1.0,2020-10-22 11:54:37
5307473237,27550750,s_00005,1.0,2020-10-22 11:54:37
5307473238,42762024,s_00004,1.0,2020-10-22 11:55:06
5307473239,0,s_00005,1.0,2020-10-22 11:55:27
5307473240,66884089,s_00001,1.0,2020-10-22 11:58:29
5307473240,66884089,s_00005,1.0,2020-10-22 11:58:29
5307473241,0,s_00004,1.0,2020-10-22 11:59:43
5307473242,0,s_00001,1.0,2020-10-22 12:03:46
5307473242,0,s_00005,1.0,2020-10-22 12:03:46
5307473243,0,s_00002,1.0,2020-10-22 12:10:00
5307473244,0,s_00002,1.0,2020-10-22 12:14:44
5307473244,0,s_00004,1.0,2020-10-22 12:14:44
5307473245,87273950,s_00004,1.0,2020-10-22 12:21:52
5307473246,0,s_00004,1.0,2020-10-22 12:33:58
5307473247,0,s_00001,1.0,2020-10-22 12:38:56
5307473248,0,s_00005,1.0,2020-10-22 12:50:23
5307473249,0,s_00001,1.0,2020-10-22 12:56:38
5307473250,0,s_00001,1.0,2020-10-22 13:02:44
5307473251,77251984,s_00001,1.0,2020-10-22 13:04:10
5307473252,0,s_00002,1.0,2020-10-22 13:12:09
5307473253,0,s_00004,1.0,2020-10-22 13:18:08
5307473254,46137397,s_00005,1.0,2020-10-22 13:19:34
5307473255,0,s_00001,1.0,2020-10-22 13:19:53
5307473256,0,s_00001,1.0,2020-10-22 13:26:00
5307473256,0,s_00005,1.0,2020-10-22 13:26:00
5307473257,71080972,s_00005,1.0,2020-10-22 13:26:02
5307473258,0,s_00005,1.0,2020-10-22 13:26:28
5307473259,46897157,s_00005,1.0,2020-10-22 13:36:14
5307473260,88338079,s_00002,1.0,2020-10-22 13:41:13
5307473260,88338079,s_00003,1.0,2020-10-22 13:41:13
5307473261,54519554,s_00005,1.0,2020-10-22 13:41:42
5307473262,38562423,s_00005,1.0,2020-10-22 13:44:02
5307473263,0,s_00001,1.0,2020-10-22 13:47:45
5307473264,0,s_00005,1.0,2020-10-22 13:50:21
5307473265,22561820,s_00001,1.0,2020-10-22 13:57:21
5307473266,64935305,s_00001,1.0,2020-10-22 14:00:05
5307473267,0,s_00005,1.0,2020-10-22 14:00:24
5307473268,0,s_00001,1.0,2020-10-22 14:06:51
5307473268,0,s_00005,1.0,2020-10-22 14:06:51
5307473269,0,s_00005,1.0,2020-10-22 14:06:53
5307473270,30008611,s_00001,1.0,2020-10-22 14:14:39
5307473270,30008611,s_00004,1.0,2020-10-22 14:14:39
5307473271,15198029,s_00001,1.0,2020-10-22 14:14:47
5307473272,19103577,s_00005,1.0,2020-10-22 14:19:31
5307473273,13353169,s_00002,1.0,2020-10-22 14:20:41
5307473273,13353169,s_00005,1.0,2020-10-22 14:20:41
5307473274,0,s_00005,1.0,2020-10-22 14:25:23
5307473275,0,s_00002,1.0,2020-10-22 14:31:43
5307473275,0,s_00004,1.0,2020-10-22 14:31:43
5307473276,98327576,s_00001,1.0,2020-10-22 14:33:55
5307473277,62337417,s_00003,1.0,2020-10-22 14:36:15
5307473278,17089769,s_00002,1.0,2020-10-22 14:42:11
5307473279,0,s_00004,1.0,2020-10-22 14:46:22
5307473280,12569229,s_00004,1.0,2020-10-22 14:55:39
5307473281,64041356,s_00004,1.0,2020-10-22 14:56:50
5307473282,0,s_00002,1.0,2020-10-22 15:04:08
5307473282,0,s_00004,1.0,2020-10-22 15:04:08
5307473282,0,s_00005,1.0,2020-10-22 15:04:08
5307473283,0,s_00002,1.0,2020-10-22 15:06:19
5307473283,0,s_00003,1.0,2020-10-22 15:06:19
5307473284,60307451,s_00003,3.0,2020-10-22 15:09:04
5307473285,0,s_00001,1.0,2020-10-22 15:10:13
5307473286,0,s_00002,1.0,2020-10-22 15:19:46
5307473287,42644922,s_00001,1.0,2020-10-22 15:21:30
5307473287,42644922,s_00004,1.0,2020-10-22 15:21:30
5307473287,42644922,s_00005,1.0,2020-10-22 15:21:30
5307473288,0,s_00001,1.0,2020-10-22 15:21:31
5307473289,0,s_00001,1.0,2020-10-22 15:22:22
5307473289,0,s_00004,1.0,2020-10-22 15:22:22
5307473290,0,s_00003,1.0,2020-10-22 15:26:45
5307473291,96470054,s_00002,1.0,2020-10-22 15:33:08
5307473292,0,s_00001,1.0,2020-10-22 15:38:57
5307473292,0,s_00005,1.0,2020-10-22 15:38:57
5307473293,0,s_00002,1.0,2020-10-22 15:40:32
5307473293,0,s_00005,1.0,2020-10-22 15:40:32
5307473294,0,s_00001,1.0,2020-10-22 15:43:38
5307473295,36102654,s_00004,1.0,2020-10-22 15:50:15
5307473296,89943410,s_00005,1.0,2020-10-22 16:03:55
5307473297,0,s_00002,1.0,2020-10-22 16:07:09
5307473297,0,s_00004,1.0,2020-10-22 16:07:09
5307473298,0,s_00001,1.0,2020-10-22 16:09:58
5307473299,44966741,s_00002,1.0,2020-10-22 16:23:00
5307473299,44966741,s_00005,1.0,2020-10-22 16:23:00
5307473300,93288501,s_00005,1.0,2020-10-22 16:23:23
5307473301,82601621,s_00005,1.0,2020-10-22 16:26:04
5307473302,19176502,s_00002,1.0,2020-10-22 16:29:16
5307473302,19176502,s_00003,1.0,2020-10-22 16:29:16
5307473303,31303029,s_00001,1.0,2020-10-22 16:31:27
5307473303,31303029,s_00004,1.0,2020-10-22 16:31:27
5307473304,87845097,s_00005,1.0,2020-10-22 16:36:35
5307473305,38461292,s_00001,1.0,2020-10-22 16:38:13
5307473305,38461292,s_00004,1.0,2020-10-22 16:38:13
5307473306,91999084,s_00003,1.0,2020-10-22 16:39:54
5307473307,18628536,s_00002,1.0,2020-10-22 16:49:52
5307473307,18628536,s_00003,1.0,2020-10-22 16:49:52
5307473308,93403386,s_00003,2.0,2020-10-22 16:52:40
5307473309,0,s_00002,1.0,2020-10-22 16:52:56
5307473309,0,s_00004,1.0,2020-10-22 16:52:56
5307473310,0,s_00001,1.0,2020-10-22 17:00:01
5307473311,40129190,s_00001,1.0,2020-10-22 17:00:54
5307473311,40129190,s_00004,1.0,2020-10-22 17:00:54
5307473312,0,s_00002,1.0,2020-10-22 17:01:03
5307473313,0,s_00001,1.0,2020-10-22 17:01:25
5307473314,0,s_00005,1.0,2020-10-22 17:08:54
5307473315,63806960,s_00005,1.0,2020-10-22 17:12:13
5307473316,68428878,s_00002,1.0,2020-10-22 17:12:52
5307473316,68428878,s_00005,1.0,2020-10-22 17:12:52
5307473317,0,s_00001,1.0,2020-10-22 17:13:24
5307473318,97210928,s_00002,1.0,2020-10-22 17:15:22
5307473318,97210928,s_00004,1.0,2020-10-22 17:15:22
5307473319,0,s_00001,1.0,2020-10-22 17:16:54
5307473319,0,s_00005,1.0,2020-10-22 17:16:54
5307473320,0,s_00001,1.0,2020-10-22 17:17:46
5307473321,0,s_00005,1.0,2020-10-22 17:21:08
5307473322,58373062,s_00002,1.0,2020-10-22 17:21:34
5307473323,44675206,s_00003,3.0,2020-10-22 17:22:23
5307473324,0,s_00002,1.0,2020-10-22 17:24:17
5307473324,0,s_00005,1.0,2020-10-22 17:24:17
5307473325,0,s_00001,1.0,2020-10-22 17:28:50
5307473326,11813398,s_00003,1.0,2020-10-22 17:29:44
5307473327,0,s_00001,1.0,2020-10-22 17:31:08
5307473328,41304504,s_00005,1.0,2020-10-22 17:32:15
5307473329,70657341,s_00002,1.0,2020-10-22 17:36:10
5307473330,92497168,s_00005,1.0,2020-10-22 17:38:44
5307473331,92175531,s_00001,1.0,2020-10-22 17:39:42
5307473331,92175531,s_00004,1.0,2020-10-22 17:39:42
5307473332,70708239,s_00005,1.0,2020-10-22 17:44:17
5307473333,70196153,s_00005,1.0,2020-10-22 17:46:16
5307473334,22618496,s_00002,1.0,2020-10-22 17:47:52
5307473335,0,s_00001,1.0,2020-10-22 18:05:57
5307473335,0,s_00004,1.0,2020-10-22 18:05:57
5307473336,0,s_00005,1.0,2020-10-22 18:06:30
5307473337,33853086,s_00005,1.0,2020-10-22 18:07:30
5307473338,53777428,s_00005,1.0,2020-10-22 18:21:09
5307473339,0,s_00003,2.0,2020-10-22 18:24:51
5307473340,0,s_00005,1.0,2020-10-22 18:34:04
5307473341,0,s_00001,1.0,2020-10-22 18:34:58
5307473341,0,s_00005,1.0,2020-10-22 18:34:58
5307473342,0,s_00005,1.0,2020-10-22 18:41:48
5307473343,0,s_00003,2.0,2020-10-22 18:46:38
5307473344,36027601,s_00003,3.0,2020-10-22 18:48:53
5307473345,97485589,s_00005,1.0,2020-10-22 18:50:17
5307473346,0,s_00002,1.0,2020-10-22 18:51:22
5307473346,0,s_00004,1.0,2020-10-22 18:51:22
5307473346,0,s_00005,1.0,2020-10-22 18:51:22
5307473347,83704733,s_00005,1.0,2020-10-22 18:52:20
5307473348,37040998,s_00004,1.0,2020-10-22 18:53:48
5307473349,94888447,s_00005,1.0,2020-10-22 19:03:31
5307473350,0,s_00001,1.0,2020-10-22 19:08:26
5307473350,0,s_00005,1.0,2020-10-22 19:08:26
5307473351,53514588,s_00002,1.0,2020-10-22 19:13:05
5307473351,53514588,s_00004,1.0,2020-10-22 19:13:05
5307473352,89323779,s_00002,1.0,2020-10-22 19:14:06
5307473352,89323779,s_00004,1.0,2020-10-22 19:14:06
5307473353,41041466,s_00005,1.0,2020-10-22 19:15:11
5307473354,0,s_00005,1.0,2020-10-22 19:21:47
5307473355,0,s_00004,1.0,2020-10-22 19:35:14
5307473356,0,s_00002,1.0,2020-10-22 19:35:18
5307473356,0,s_00004,1.0,2020-10-22 19:35:18
5307473356,0,s_00005,1.0,2020-10-22 19:35:18
5307473357,40162416,s_00001,1.0,2020-10-22 19:36:03
5307473358,17982276,s_00005,1.0,2020-10-22 19:36:16
5307473359,78549618,s_00001,1.0,2020-10-22 19:37:21
5307473360,35571558,s_00001,1.0,2020-10-22 19:46:18
5307473361,0,s_00004,1.0,2020-10-22 19:47:24
5307473362,0,s_00005,1.0,2020-10-22 19:53:35
5307473363,0,s_00002,1.0,2020-10-22 19:56:41
5307473363,0,s_00005,1.0,2020-10-22 19:56:41
5307473364,55909885,s_00001,1.0,2020-10-22 19:58:49
5307473365,60862791,s_00005,1.0,2020-10-22 20:04:39
5307473366,0,s_00005,1.0,2020-10-22 20:05:33
5307473367,0,s_00005,1.0,2020-10-22 20:06:27
5307473368,0,s_00001,1.0,2020-10-22 20:07:09
5307473368,0,s_00005,1.0,2020-10-22 20:07:09
5307473369,97835278,s_00001,1.0,2020-10-22 20:13:21
5307473369,97835278,s_00005,1.0,2020-10-22 20:13:21
5307473370,20061194,s_00005,1.0,2020-10-22 20:18:37
5307473371,0,s_00001,1.0,2020-10-22 20:25:39
5307473371,0,s_00004,1.0,2020-10-22 20:25:39
5307473372,10384315,s_00002,1.0,2020-10-22 20:26:12
5307473372,10384315,s_00003,1.0,2020-10-22 20:26:12
5307473372,10384315,s_00004,1.0,2020-10-22 20:26:12
5307473372,10384315,s_00005,1.0,2020-10-22 20:26:12
5307473373,0,s_00001,1.0,2020-10-22 20:33:07
5307473373,0,s_00005,1.0,2020-10-22 20:33:07
5307473374,0,s_00001,1.0,2020-10-22 20:35:01
5307473375,0,s_00005,1.0,2020-10-22 20:36:37
5307473376,25069346,s_00002,1.0,2020-10-22 20:37:19
5307473377,11061896,s_00002,1.0,2020-10-22 20:40:19
5307473378,41555889,s_00001,1.0,2020-10-22 20:46:29
5307473379,16339063,s_00005,1.0,2020-10-22 20:47:00
5307473380,26584973,s_00005,1.0,2020-10-22 20:50:21
5307473381,40296039,s_00005,1.0,2020-10-22 20:53:10
5307473382,0,s_00001,1.0,2020-10-22 20:54:02
5307473383,38151770,s_00005,1.0,2020-10-22 20:58:48
5307473384,0,s_00005,1.0,2020-10-22 21:00:46
5307473385,0,s_00005,1.0,2020-10-22 21:04:54
5307473386,0,s_00002,1.0,2020-10-22 21:07:43
5307473386,0,s_00005,1.0,2020-10-22 21:07:43
5307473387,0,s_00002,1.0,2020-10-22 21:08:02
5307473388,25975612,s_00005,1.0,2020-10-22 21:08:45
5307473389,0,s_00001,1.0,2020-10-22 21:13:12
5307473390,97718688,s_00001,1.0,2020-10-22 21:16:34
5307473391,0,s_00001,1.0,2020-10-22 21:22:49
5307473392,0,s_00002,1.0,2020-10-22 21:31:26
5307473392,0,s_00004,1.0,2020-10-22 21:31:26
5307473393,71143286,s_00005,1.0,2020-10-22 21:32:13
5307473394,0,s_00005,1.0,2020-10-22 21:38:00
5307473395,86638338,s_00001,1.0,2020-10-22 21:40:56
5307473396,0,s_00004,1.0,2020-10-22 21:49:51
5307473397,68831453,s_00002,1.0,2020-10-22 21:50:18
5307473398,13729914,s_00002,1.0,2020-10-22 21:51:09
5307473398,13729914,s_00005,1.0,2020-10-22 21:51:09
5307473399,0,s_00001,1.0,2020-10-22 21:53:52
5307473400,0,s_00002,1.0,2020-10-22 21:55:21
5307473400,0,s_00003,1.0,2020-10-22 21:55:21
5307473401,91342607,s_00002,1.0,2020-10-22 21:56:39
5307473402,57444549,s_00003,1.0,2020-10-22 21:57:55
5307473403,0,s_00001,1.0,2020-10-22 22:02:16
5307473403,0,s_00003,1.0,2020-10-22 22:02:16
5307473403,0,s_00005,1.0,2020-10-22 22:02:16
5307473404,86058526,s_00002,1.0,2020-10-22 22:14:47
5307473405,0,s_00002,1.0,2020-10-22 22:17:46
5307473405,0,s_00004,1.0,2020-10-22 22:17:46
5307473406,20014113,s_00003,2.0,2020-10-22 22:21:47
5307473407,0,s_00001,1.0,2020-10-22 22:27:15
5307473408,0,s_00001,1.0,2020-10-22 22:27:45
5307473408,0,s_00005,1.0,2020-10-22 22:27:45
5307473409,46441254,s_00005,1.0,2020-10-22 22:29:29
5307473410,42244054,s_00002,1.0,2020-10-22 22:29:36
5307473411,0,s_00001,1.0,2020-10-22 22:31:19
5307473411,0,s_00005,1.0,2020-10-22 22:31:19
5307473412,0,s_00005,1.0,2020-10-22 22:39:24
5307473413,33781396,s_00004,1.0,2020-10-22 22:43:46
5307473414,0,s_00001,1.0,2020-10-22 22:50:49
5307473414,0,s_00004,1.0,2020-10-22 22:50:49
5307473414,0,s_00005,1.0,2020-10-22 22:50:49
5307473415,0,s_00001,1.0,2020-10-22 22:52:09
5307473415,0,s_00005,1.0,2020-10-22 22:52:09
5307473416,0,s_00001,1.0,2020-10-22 23:00:18
